index,sub,mu,kappa,mu_deg
0,s1,2.0493816611636877,4.883593860926311,117.42091979618904
0,s1,1.9024974401980308,4.836735029078155,109.0050738577899
0,s1,1.9380755874189908,4.587308986123634,111.043551536446
0,s1,1.991729830622459,4.5121781506874346,114.1177132249732
0,s1,1.9993933218698676,4.554153029213698,114.55679892978517
0,s1,1.9545444880635043,4.7600975542240835,111.98715003659692
0,s1,2.0188896307403428,4.603209433781574,115.67385514414687
0,s1,2.034498502000887,4.731110315880521,116.5681775903391
0,s1,1.9226824762717492,4.955557532659381,110.16159123413327
0,s1,2.001418467966296,4.917973565039409,114.67283125400792
0,s1,1.9075847324825093,4.782291601605503,109.29655423483997
0,s1,1.9057164516720777,4.660922829179922,109.18950962945696
0,s1,1.9829373918092972,4.553921721228258,113.61394358935202
0,s1,1.9599318360016342,4.774735304764837,112.29582233622025
0,s1,2.0281975264259686,4.883405765522856,116.20715828308126
0,s1,1.9258072809410824,4.666788589714156,110.34062935348885
0,s1,1.9305752826530855,4.561897131457084,110.61381572829777
0,s1,2.0012757431927515,4.568507348802763,114.66465372685185
0,s1,2.0197269373358226,4.921318914039704,115.72182927822634
0,s1,1.9406314670338602,4.819251525605294,111.18999265132155
0,s1,2.0311776138448536,4.845087838397402,116.3779047147634
0,s1,1.9057563655152723,4.769704623484808,109.19179652421616
0,s1,1.9588349429224214,4.508198354365279,112.23297499220426
0,s1,1.994843750873711,5.149547937935019,114.29612771311027
0,s1,2.0110043598554457,4.562780553042582,115.22206240212488
0,s1,1.9335898884670184,4.645113885016879,110.78653991833173
0,s1,1.94438571546383,4.733059219847257,111.40509524160242
0,s1,1.998834450983613,4.709043645336191,114.52477798671003
0,s1,1.9131358992281013,4.800246261695341,109.61461266073577
0,s1,1.98329698854738,4.659797634633719,113.63454696477083
0,s1,1.9532498416698756,4.49569104260385,111.91297226228015
0,s1,1.9451386226907534,4.83074567016558,111.44823364807004
0,s1,1.9465464176492233,4.68210781586002,111.52889435761016
0,s1,1.93989560849236,4.933595065102231,111.14783106257492
0,s1,2.0102630647217157,4.832696209023786,115.17958931958856
0,s1,1.996730535339739,4.6990062036309475,114.40423249986452
0,s1,1.9332029634831969,4.600246486080827,110.76437074977059
0,s1,1.9917820990079478,4.980309382198903,114.12070798286368
0,s1,1.9296011541779614,4.8172221252211065,110.55800227796965
0,s1,1.9244718717940967,4.628906514541483,110.2641160454434
0,s1,1.9685338432126354,4.789121302726274,112.78868104475173
0,s1,1.9506343068059626,4.527475788302456,111.76311315340861
0,s1,1.9544933942350682,5.013193915887947,111.98422257586836
0,s1,1.9283422637640748,4.60870125412181,110.48587317038447
0,s1,1.9781138255667956,4.617770894348581,113.3375736014549
0,s1,1.9458172165201348,4.854532021430822,111.48711421049721
0,s1,1.95750395044088,4.600537577034436,112.15671474044828
0,s1,1.9975208831219506,4.575858374159266,114.44951609213277
0,s1,1.9512841287615152,4.752718733072141,111.80034520889672
0,s1,2.00931605664583,4.674748347535078,115.1253297536755
0,s1,1.9763973562502763,4.514443944156136,113.23922715395464
0,s1,1.9745155046779737,4.425706357973888,113.13140500119165
0,s1,1.955802194683459,4.579179790054717,112.05921131778597
0,s1,1.9879314036854996,4.9615110387113415,113.90007939269663
0,s1,1.9331689272194104,4.747129783750099,110.76242061550522
0,s1,2.0089882962515917,4.551758677139114,115.10655046639411
0,s1,1.9586655322322504,4.387231636697361,112.22326847465305
0,s1,2.006429648081397,4.830195491664381,114.95995072498307
0,s1,1.9833914669853285,4.530159734137363,113.63996018052028
0,s1,1.9675408746633831,4.8635425096988705,112.73178813769034
0,s1,1.949767945371505,4.86760255930667,111.7134742996813
0,s1,2.0013371498855252,4.8450893590334125,114.66817207118164
0,s1,1.9895178585289317,4.763836128861604,113.99097655961339
0,s1,1.930309573340983,4.420520184213011,110.59859170613697
0,s1,1.9583316819472198,4.781583782611765,112.20414026233156
0,s1,1.9839609565248713,4.7443908575341345,113.67258952761293
0,s1,2.0037075382846816,5.040349149058146,114.80398532226008
0,s1,1.9415257479696748,4.705499105823269,111.24123117464272
0,s1,1.9590024256369247,4.807755683608832,112.24257104488669
0,s1,1.9285010180454467,4.260977148119554,110.4949691206867
0,s1,2.050730607872434,4.845606055998914,117.49820874938825
0,s1,1.9684429184935692,4.8159856171431965,112.78347144209582
0,s1,1.9244874870814634,4.595372490450823,110.2650107355054
0,s1,1.9219657070051175,4.57946819033258,110.1205233802706
0,s1,1.9559850681754758,4.628784851134727,112.06968919706335
0,s1,1.96095586305095,4.7420946471323555,112.35449476425329
0,s1,1.9890724422345807,5.018716618612633,113.9654560858207
0,s1,1.9173116348101347,4.720934660742468,109.85386468594889
0,s1,1.9217196173522748,4.884162291747457,110.10642348178087
0,s1,1.9408482110127545,4.49682500619616,111.20241116654705
0,s1,1.9523019331411946,4.625922570957124,111.85866110422228
0,s1,1.9838201220003722,4.71343802747757,113.6645203037494
0,s1,1.9773135725213267,4.762577089160978,113.29172247940704
0,s1,1.945825192709221,5.11611416545445,111.48757121246844
0,s1,1.958831287660043,4.424099770781115,112.23276556109697
0,s1,1.961668806041458,4.672411322499607,112.39534338864283
0,s1,2.000311593517715,4.572459372363974,114.60941201965335
0,s1,2.0536396526338514,4.81701561535251,117.66488473663212
0,s1,2.051227221351208,4.842138115054158,117.52666260577132
0,s1,1.9393766093349503,4.53605694379087,111.1180946012845
0,s1,1.980908327664963,4.78840794503667,113.49768677752036
0,s1,1.9722694407638572,4.717937465772881,113.00271501839615
0,s1,1.9483256970138823,4.803590375201453,111.63083955577983
0,s1,1.909734608331373,4.618986406465187,109.41973304745699
0,s1,1.9231244342966176,5.0360506906626155,110.18691356368018
0,s1,1.9225118017187595,5.0631793023110285,110.15181230257669
0,s1,2.019500347088873,4.656722276699746,115.7088466133973
0,s1,1.9280882496151788,4.724637151145332,110.47131923171611
0,s1,1.9517663948756334,4.691234344278863,111.82797702183787
0,s1,1.9273970701617662,5.008006838803739,110.43171756614942
0,s2,-0.32329193110409765,1.4333175922880006,-18.52326320289898
0,s2,-0.3972746730461038,1.224961689469144,-22.762162072981432
0,s2,-0.35464674129379065,1.2347876437023952,-20.319761494202176
0,s2,-0.4029382216992706,1.2571916445091618,-23.08665950787489
0,s2,0.368515556461586,4.138220925259461,21.11438607016387
0,s2,-0.43973469182539643,1.2503475764518015,-25.194941947081116
0,s2,0.37895959283748987,4.214872380659008,21.71278527558427
0,s2,-0.13968370359621424,1.2936849865681301,-8.003286682819436
0,s2,-0.22322488432118737,1.4930057283154592,-12.789843753900058
0,s2,-0.4418129972289529,1.1469162233598915,-25.314020075244137
0,s2,-0.3175128298799761,1.2811165214450404,-18.192145093377928
0,s2,-0.3695315285475933,1.2707956215364113,-21.17259698279519
0,s2,-0.16312051874290304,1.098867456719078,-9.346117275952984
0,s2,-0.35390295989541226,1.3212392780602071,-20.27714595919476
0,s2,0.4902996492326782,0.8680800426013473,28.092100597777133
0,s2,-0.3372592555562688,1.3426785954729512,-19.32353194509826
0,s2,-0.35746851882934194,1.23303026260316,-20.481437437714092
0,s2,-0.42732696416642185,1.1875301226592754,-24.484031518874136
0,s2,0.3727224159202147,4.065667796874638,21.355421362147986
0,s2,-0.3588620635475508,1.2115250353522153,-20.56128166863021
0,s2,0.3911642025296945,4.161785587447494,22.412057901552057
0,s2,-0.3622433544835426,1.2646780824612458,-20.75501536856838
0,s2,0.35929433171878217,4.34083277239873,20.586048810459605
0,s2,-0.39858404358483024,1.3257546378982754,-22.83718347866923
0,s2,-0.4471652307817387,1.256052660034407,-25.62068046878707
0,s2,-0.48767843121647825,1.1129912135625508,-27.94191586826522
0,s2,-0.5569345087903361,1.1100562263979934,-31.909996818877907
0,s2,0.4392718571836361,0.7918917789000721,25.1684234754958
0,s2,-0.21242307698360446,1.5024062765225765,-12.170945782343114
0,s2,-0.399336449752769,1.299920984051301,-22.88029317657173
0,s2,-0.3694501324893979,1.2596501721585298,-21.167933332191595
0,s2,-0.3538298983510792,1.3295467703513348,-20.272959841059766
0,s2,0.4564635704803043,1.6740312573511074,26.15343608999383
0,s2,-0.27121140256944676,1.5061369721192812,-15.53926872305283
0,s2,-0.2853311434021991,1.4732752643573654,-16.348270280588075
0,s2,-0.5483017104060779,1.1646005169853901,-31.415373906072553
0,s2,-0.4247326152743793,0.866866144711099,-24.335386276775655
0,s2,-0.34596235066103337,1.2258925567893533,-19.82218256330224
0,s2,-0.490206437652601,1.1828736592113112,-28.086759967636965
0,s2,-0.43948521376239036,1.2572069783573059,-25.180647906989773
0,s2,-0.3629289950896332,1.3149681501478696,-20.79429968156016
0,s2,-0.39054758206000795,1.228677490710445,-22.37672815107764
0,s2,-0.24622755331365118,1.1460061427661854,-14.107799604704681
0,s2,-0.39092042073182903,1.17667684661496,-22.39809023341225
0,s2,-0.3722747758304404,1.219596922617232,-21.32977347426306
0,s2,-0.5030743463075857,1.1171779334132448,-28.824036824727454
0,s2,-0.3600918418939608,1.2645929436322154,-20.63174277761608
0,s2,-0.4488865435430285,1.2355083521327344,-25.719304425230987
0,s2,-0.3606985760017975,1.2405685465973617,-20.666506081281756
0,s2,-0.3852201149422096,1.2420082514861481,-22.07148676973307
0,s2,-0.25719412735794894,1.4787753524973906,-14.736138013160657
0,s2,-0.5543932549984015,1.1362878078509508,-31.764393701928437
0,s2,-0.36677658816642855,1.2793402694167448,-21.01475052614429
0,s2,-0.3819463836820028,1.1930908280559231,-21.883915785263177
0,s2,-0.39679940189081164,1.1647557170027252,-22.734931041658886
0,s2,-0.4800606063068644,1.2300411067496206,-27.50544665187472
0,s2,-0.5564563066563498,1.1513920350532194,-31.882597854846342
0,s2,-0.49379992497203473,1.1373949558997722,-28.292651624774297
0,s2,0.38550451021559756,4.238670059791754,22.08778141861167
0,s2,-0.1968134058587016,1.1304467708002681,-11.276577507298953
0,s2,-0.18439538961025154,1.215871523681415,-10.565077586337884
0,s2,-0.3724208656681769,1.2323532046566847,-21.338143805395113
0,s2,-0.3819950086474156,1.2235332434942352,-21.8867017905603
0,s2,-0.5215323969486865,1.1506371214761577,-29.881605224501268
0,s2,-0.368323134041747,1.298561709361957,-21.1033610776234
0,s2,-0.40379413120499047,1.2516311990433597,-23.135699510197767
0,s2,-0.39405286001950435,1.2928340105159726,-22.577565784177015
0,s2,-0.2191337007080934,1.5090660640682851,-12.555436199656691
0,s2,0.46700417267774125,1.7945787108982487,26.757368109433287
0,s2,-0.356942299567038,1.3406385113002761,-20.45128729488559
0,s2,-0.2800473571911912,1.5014605533609364,-16.0455316308479
0,s2,-0.21471764953486305,1.4910868237974655,-12.302415105316797
0,s2,-0.377910399883368,1.3231159259339833,-21.652670947418223
0,s2,-0.38049185155808646,1.2306740695125393,-21.80057723339657
0,s2,-0.4501965674653629,1.26488576747888,-25.794363267041923
0,s2,-0.43502561106456755,1.2356616570393095,-24.925131494099368
0,s2,-0.2524766264294879,1.5098479764364603,-14.465845120110794
0,s2,-0.19654331642535933,1.225126472853184,-11.261102522677358
0,s2,-0.5096825198446783,1.0952640485699305,-29.202657278692893
0,s2,-0.4058278181918687,1.3249562078168649,-23.25222119139657
0,s2,-0.3775080525703016,1.225592336335879,-21.629618144481093
0,s2,-0.4332570624935508,1.2681846504507832,-24.823801125116216
0,s2,0.46843812547890556,1.5948948949821675,26.839527552960963
0,s2,0.3410037476695739,4.506672405279236,19.538075539610666
0,s2,-0.365704553693177,1.3380473337364052,-20.953327475334444
0,s2,-0.4229929089055094,1.2763731909122966,-24.235708444247383
0,s2,-0.39673941587708883,1.2813722900656268,-22.731494096242752
0,s2,-0.3991581950491733,1.2670331459136035,-22.870079934377344
0,s2,-0.3262991576118054,1.2767510561111761,-18.6955645898305
0,s2,-0.4236478201230123,1.2672478926131032,-24.273232092966072
0,s2,-0.6514312874764838,1.0709751267184089,-37.32426341517596
0,s2,0.5282114653661596,1.6991644279176206,30.2642876559016
0,s2,-0.37894771815340467,1.1895943641073634,-21.712104906303136
0,s2,-0.46835889813051307,1.1771457578335398,-26.834988160276062
0,s2,-0.39860274030405435,1.2844936227355563,-22.83825472177151
0,s2,-0.36727758793986737,1.2388250169297161,-21.043455698699344
0,s2,0.3927443618925715,4.314242883559115,22.502594364002988
0,s2,-0.35204827826087837,1.2232178158148388,-20.17088052919554
0,s2,-0.42363043433733105,1.214650310241547,-24.272235960823018
0,s2,-0.4636453389789385,1.2406034143815141,-26.564921114405575
0,s3,2.3227533562776186,1.943297912494819,133.08396416455437
0,s3,2.3560531202190855,1.955386829590961,134.99190009718237
0,s3,2.2678735576182096,1.8513372281404816,129.93958332084253
0,s3,2.361847003553624,1.9999989163671819,135.32386515924262
0,s3,2.299578747614114,2.0940373125387026,131.75615689626827
0,s3,2.2612212587041314,2.061005245418343,129.5584346690064
0,s3,2.3382263160042616,1.9685893726630308,133.9704994534669
0,s3,2.2144797256400324,2.206461331873003,126.88034209646233
0,s3,2.302660144475781,2.1007006903746586,131.93270793144663
0,s3,2.2671494427630146,2.136245810729971,129.89809459575713
0,s3,2.480234668332746,1.8718013485714957,142.10697869749586
0,s3,2.3453682578632256,1.9468007899599482,134.37970257951338
0,s3,2.333830726676249,1.9340466292503615,133.71865073649906
0,s3,2.4472133214259766,1.880379010701442,140.2149948859006
0,s3,2.3529859488145646,1.9875536531044622,134.8161641206601
0,s3,2.2228581239601333,2.1806190253605013,127.36038895928361
0,s3,1.996484242896907,2.7938291243445788,114.39012098236428
0,s3,2.4981922353359396,1.8392273625040279,143.13587149710227
0,s3,2.3404701489209176,1.9768293531557686,134.09906160952386
0,s3,2.375710496657143,1.9813297772747274,136.11818480338297
0,s3,2.2643739109273944,1.8592221297603384,129.7390683356719
0,s3,2.3471604313882217,1.8344761065101443,134.48238655865075
0,s3,2.3564111270386494,1.9864305293753457,135.01241237698028
0,s3,2.471712768188641,1.899999741500359,141.61870978580671
0,s3,2.373855916979415,1.9925197987278764,136.0119252150784
0,s3,2.34946201382426,1.9845611272046826,134.61425751843717
0,s3,2.368062016804147,2.014217336504477,135.67995918811545
0,s3,2.3766216209264717,2.00415388254084,136.17038837862745
0,s3,2.3058759535826816,2.078203471254334,132.11696022099179
0,s3,2.3405772776056213,1.9441077326004685,134.10519963102215
0,s3,2.3277484438699934,1.9565846716211643,133.37016160189563
0,s3,2.3681401477485022,1.9725386107276721,135.68443576147638
0,s3,2.350795045403497,1.9396355412683701,134.6906346018851
0,s3,2.339485910059552,1.928264703025826,134.04266887673484
0,s3,2.6036978127808195,3.966410804942548,149.18089579978454
0,s3,2.4706494850295906,1.9052691852170254,141.5577881483658
0,s3,2.1305631426756624,2.1167180695828924,122.07227606144451
0,s3,2.2886356086081134,2.123535285032125,131.12916121659944
0,s3,2.3537249672593914,1.9928313648988856,134.858506758531
0,s3,2.27331491268564,1.8612688267100355,130.25135000103842
0,s3,2.350728420630676,1.7945014134152677,134.68681728359147
0,s3,2.2773993722776185,2.0796586195014126,130.4853722972505
0,s3,2.4897566608958037,1.8097018903736508,142.65254868391403
0,s3,2.268460059491644,2.153305506570746,129.97318740286684
0,s3,2.623263916696914,3.9359650932865167,150.30195097569114
0,s3,2.342600135070091,1.981187787668345,134.2211008262928
0,s3,2.362062488004648,1.9587686957344985,135.33621150883698
0,s3,2.4926284621118824,1.8050687803579004,142.8170907731959
0,s3,2.2421874336245815,2.1707691145962555,128.46787682395794
0,s3,2.606592953794968,3.951673202184909,149.34677516099046
0,s3,2.3549712928356525,1.9533616787599755,134.92991595394997
0,s3,2.2724494893158376,2.098451823238846,130.20176489445674
0,s3,2.6075283431167104,3.6385980152203636,149.40036902132792
0,s3,2.406022100644137,1.905268353430177,137.85491178210964
0,s3,2.4982388836945626,1.8273158290899527,143.13854425117256
0,s3,2.2553363003761353,2.1501661235372973,129.22125139420186
0,s3,2.3587827271658046,1.9929824676950618,135.14829505495896
0,s3,2.630337103337009,4.077767713062452,150.7072147178769
0,s3,2.4711505463343686,1.875464362678514,141.5864968464069
0,s3,2.3518382903649457,1.9973325751981879,134.7504081351744
0,s3,2.371431472351406,1.998626381568024,135.87301477023033
0,s3,2.2189249636313253,2.191407277973215,127.13503547229463
0,s3,2.3478678974163976,1.9539229901707742,134.5229213762141
0,s3,2.633709272258651,4.069910790979837,150.90042576489216
0,s3,2.4878547822979504,1.8196218702446796,142.54357906711078
0,s3,2.365386366259876,1.9778068330369192,135.52665570447687
0,s3,2.48539943902268,1.8637674349054656,142.40289826018198
0,s3,2.346795215681672,1.9743131886236043,134.46146124005355
0,s3,2.266465977464995,2.060031884374498,129.85893491873696
0,s3,2.318533795253358,1.908851736078777,132.84220112646634
0,s3,2.4870372928016327,1.8672797857066459,142.4967403691755
0,s3,2.3620139808593454,1.8182418992952112,135.33343225413492
0,s3,2.3161252628578506,1.9050687765871235,132.70420238538324
0,s3,2.28371756761583,2.100230836923883,130.84737822426928
0,s3,2.3312276111321935,1.9649891458506512,133.5695032022398
0,s3,2.463108123052599,1.912166813949801,141.12569993530374
0,s3,2.270374805045052,2.1394987124939,130.08289424191855
0,s3,2.6131814624600387,3.953147605531493,149.72426890078438
0,s3,2.3644640024583303,1.9839621473322993,135.47380815147264
0,s3,2.2214128330971765,2.1861687023501353,127.27757989266736
0,s3,2.623624125840247,4.0888562139982545,150.32258943934616
0,s3,2.2770829629387355,2.113387727354284,130.467243377534
0,s3,2.3583398644194546,1.9827858406067858,135.12292088868952
0,s3,2.3858453937477515,1.9021535513328809,136.69887163247424
0,s3,2.2449589425552947,2.1567866223903245,128.6266725885706
0,s3,2.3372296472763794,1.9618795689482074,133.9133945417866
0,s3,2.3666527431823106,1.892230033423762,135.5992137574051
0,s3,2.2438029612506836,2.1831367545165787,128.56043973862037
0,s3,2.4812190860749523,1.8853175823623838,142.1633816794021
0,s3,2.387547302281645,1.992509097374037,136.79638380858364
0,s3,2.3670392354352296,1.9851469463062852,135.62135813231188
0,s3,2.3766373067387474,1.973138537430816,136.17128710946906
0,s3,2.396132718658005,1.9754083578632544,137.28829193231155
0,s3,2.4818749311389863,1.8384578669706992,142.20095883358573
0,s3,2.3768828520573995,1.9890718712164013,136.18535581990702
0,s3,2.2830615920113893,2.059351656203586,130.80979359067126
0,s3,2.2686831859580576,2.0529046224705767,129.98597160769
0,s3,2.3444911666420833,1.9745418384957851,134.32944895429395
0,s3,2.454582598526045,1.9153124207987533,140.63722336179694
0,s3,2.35638570884942,2.0055646182041444,135.01095602201457
0,s4,2.8846599834520013,2.178128300398937,165.27884238207756
0,s4,2.929623419437131,2.1042338265261367,167.85505749643215
0,s4,2.0924995579685732,2.7334305143142332,119.8913933045896
0,s4,2.9581547155830354,2.1054182392150613,169.48978034963034
0,s4,2.9371549998047684,2.0361084572682495,168.28658526456135
0,s4,2.941350791327966,2.0805464952036523,168.52698641055736
0,s4,2.9593826305158863,2.1042212631071955,169.5601346928838
0,s4,2.9772078551878907,1.9655744972789657,170.58144483546212
0,s4,2.942409879822925,1.97934554325973,168.58766771144934
0,s4,2.9208796886141752,2.1311357884446833,167.35407862307832
0,s4,2.938358286303584,2.2125450983069426,168.35552850248857
0,s4,2.315724815130554,1.8768309878824234,132.68125842069355
0,s4,2.9033007190664377,2.022982262897605,166.34687785980398
0,s4,2.9420639388042953,2.1471451471345775,168.56784675112144
0,s4,1.6273537762332164,2.9746635497209164,93.24050315284028
0,s4,1.6429967889774288,3.1190606723985352,94.136781761953
0,s4,2.879944178905343,2.0978855947046164,165.00864668454545
0,s4,2.1768312283751983,2.8658770071197335,124.72324209817751
0,s4,2.9354788527993256,2.1561301574045677,168.190549115306
0,s4,2.905245410093973,2.4695593782006298,166.45830044813871
0,s4,2.017502668751474,2.4734765480919805,115.59438807583962
0,s4,2.7962724552038902,2.2490762630631,160.21461005186745
0,s4,2.8537100623115426,2.3434186049521055,163.50554252446656
0,s4,2.8860583191905884,2.075014600681982,165.35896111824093
0,s4,-2.996495264436609,1.9627956339911123,-171.68653198315525
0,s4,2.905047452763469,2.0648140183728456,166.44695832857715
0,s4,2.4715953951108234,2.3498102223686885,141.61198480381933
0,s4,2.9478246039689204,2.4886588242899137,168.89790855224248
0,s4,2.466476896543163,2.0228606696640754,141.31871643844863
0,s4,2.898269190262911,2.137782583302199,166.0585924948634
0,s4,2.9318903021433025,2.197885908660606,167.98494030814697
0,s4,2.941756502557944,1.985851213747238,168.55023195173615
0,s4,2.9133159416170917,2.0438415720235303,166.9207078428407
0,s4,2.922022396983247,2.2611700908992125,167.41955098984042
0,s4,1.6336158064601123,2.9346165326438403,93.59929105602475
0,s4,2.9257744782082438,2.005343369334585,167.63452940842302
0,s4,2.943602853398599,2.1485278330350277,168.65602006240613
0,s4,2.914674423579571,2.201596860305635,166.99854312583543
0,s4,2.916464128643233,2.0206984223991253,167.10108567255642
0,s4,2.9329240370302627,2.0714271712901295,168.04416895430523
0,s4,2.5163019056737537,2.572416691443274,144.17347917583226
0,s4,2.903566868761757,2.06417256688197,166.36212711406446
0,s4,2.9298953524439746,2.071639650927843,167.8706381100346
0,s4,2.9460365606945973,2.2151309833392103,168.795461219037
0,s4,2.8981328451131394,2.4750805893731442,166.0507804932244
0,s4,2.9104616342285583,2.041926237415942,166.75716807604474
0,s4,2.9564863766814384,2.1419876827661453,169.39419157177136
0,s4,2.0038670003614856,2.3834780997827103,114.81312182625334
0,s4,2.9226388752487997,2.2864012146284143,167.45487259261813
0,s4,2.928185540201381,1.9939855330464895,167.77267308477417
0,s4,2.9288749767560014,2.146448517121393,167.81217488959598
0,s4,2.913256208939688,2.1917650410682157,166.91728541252644
